Valor;Localidad;Genero;Metrica;Unidad;COD_INE
28.0;Lobera de Onsella;Total;Total habitantes;Personas.;50142
1776.0;Lobios;Total;Total habitantes;Personas.;32042
2756.0;Lobón;Total;Total habitantes;Personas.;06072
139.0;Lobras;Total;Total habitantes;Personas.;18121
4964.0;Lodosa;Total;Total habitantes;Personas.;31157
9261.0;Loeches;Total;Total habitantes;Personas.;28075
152150.0;Logroño;Total;Total habitantes;Personas.;26089
1852.0;Logrosán;Total;Total habitantes;Personas.;10109
2364.0;Loiu;Total;Total habitantes;Personas.;48903
20951.0;Loja;Total;Total habitantes;Personas.;18122
186.0;Loma de Ucieza;Total;Total habitantes;Personas.;34903
40.0;Lomas;Total;Total habitantes;Personas.;34096
2989.0;Lominchar;Total;Total habitantes;Personas.;45085
155.0;Lomoviejo;Total;Total habitantes;Personas.;47078
802.0;Longares;Total;Total habitantes;Personas.;50143
45.0;Longás;Total;Total habitantes;Personas.;50144
308.0;Lónguida/Longida;Total;Total habitantes;Personas.;31158
3502.0;Lopera;Total;Total habitantes;Personas.;23056
576.0;Loporzano;Total;Total habitantes;Personas.;22150
890.0;Lora de Estepa;Total;Total habitantes;Personas.;41054
18122.0;Lora del Río;Total;Total habitantes;Personas.;41055
1624.0;Loranca de Tajuña;Total;Total habitantes;Personas.;19160
98969.0;Lorca;Total;Total habitantes;Personas.;30024
589.0;Orxa, l'/Lorcha;Total;Total habitantes;Personas.;03084
2188.0;Loriguilla;Total;Total habitantes;Personas.;46148
7946.0;Lorquí;Total;Total habitantes;Personas.;30025
531.0;Losa del Obispo;Total;Total habitantes;Personas.;46149
543.0;Losa, La;Total;Total habitantes;Personas.;40113
189.0;Losacino;Total;Total habitantes;Personas.;49098
90.0;Losacio;Total;Total habitantes;Personas.;49099
2799.0;Losar de la Vera;Total;Total habitantes;Personas.;10110
99.0;Losar del Barco, El;Total;Total habitantes;Personas.;05112
98.0;Loscorrales;Total;Total habitantes;Personas.;22151
121.0;Loscos;Total;Total habitantes;Personas.;44138
12.0;Losilla, La;Total;Total habitantes;Personas.;42106
2083.0;Lourenzá;Total;Total habitantes;Personas.;27027
3056.0;Lousame;Total;Total habitantes;Personas.;15042
598.0;Lozoya;Total;Total habitantes;Personas.;28076
1468.0;Lozoyuela-Navas-Sieteiglesias;Total;Total habitantes;Personas.;28901
296.0;Lubián;Total;Total habitantes;Personas.;49100
1434.0;Lubrín;Total;Total habitantes;Personas.;04059
722.0;Lucainena de las Torres;Total;Total habitantes;Personas.;04060
829.0;Lúcar;Total;Total habitantes;Personas.;04061
43408.0;Lucena;Total;Total habitantes;Personas.;14038
223.0;Lucena de Jalón;Total;Total habitantes;Personas.;50146
3390.0;Lucena del Puerto;Total;Total habitantes;Personas.;21046
1003.0;Luceni;Total;Total habitantes;Personas.;50147
350.0;Luciana;Total;Total habitantes;Personas.;13051
360.0;Lucillo;Total;Total habitantes;Personas.;24090
666.0;Lucillos;Total;Total habitantes;Personas.;45086
162.0;Ludiente;Total;Total habitantes;Personas.;12073
148.0;Luelmo;Total;Total habitantes;Personas.;49101
600.0;Luena;Total;Total habitantes;Personas.;39039
332.0;Luesia;Total;Total habitantes;Personas.;50148
42.0;Luesma;Total;Total habitantes;Personas.;50149
100143.0;Lugo;Total;Total habitantes;Personas.;27028
306.0;Lugros;Total;Total habitantes;Personas.;18123
4618.0;Luisiana, La;Total;Total habitantes;Personas.;41056
491.0;Lújar;Total;Total habitantes;Personas.;18124
1330.0;Lumbier;Total;Total habitantes;Personas.;31159
1507.0;Lumbrales;Total;Total habitantes;Personas.;37173
144.0;Lumbreras de Cameros;Total;Total habitantes;Personas.;26091
889.0;Lumpiaque;Total;Total habitantes;Personas.;50150
674.0;Luna;Total;Total habitantes;Personas.;50151
344.0;Lupiana;Total;Total habitantes;Personas.;19161
359.0;Lupiñén-Ortilla;Total;Total habitantes;Personas.;22905
801.0;Lupión;Total;Total habitantes;Personas.;23057
2796.0;Luque;Total;Total habitantes;Personas.;14039
135.0;Luquin;Total;Total habitantes;Personas.;31160
537.0;Luyego;Total;Total habitantes;Personas.;24091
65.0;Luzaga;Total;Total habitantes;Personas.;19162
336.0;Luzaide/Valcarlos;Total;Total habitantes;Personas.;31248
50.0;Luzón;Total;Total habitantes;Personas.;19163
5436.0;Macael;Total;Total habitantes;Personas.;04062
761.0;Maçanet de Cabrenys;Total;Total habitantes;Personas.;17102
8071.0;Maçanet de la Selva;Total;Total habitantes;Personas.;17103
1461.0;Macastre;Total;Total habitantes;Personas.;46158
2874.0;Maceda;Total;Total habitantes;Personas.;32043
442.0;Machacón;Total;Total habitantes;Personas.;37175
518.0;Macharaviaya;Total;Total habitantes;Personas.;29066
1006.0;Macotera;Total;Total habitantes;Personas.;37174
69.0;Madarcos;Total;Total habitantes;Personas.;28078
172.0;Maderal, El;Total;Total habitantes;Personas.;49102
100.0;Maderuelo;Total;Total habitantes;Personas.;40115
280.0;Madremanya;Total;Total habitantes;Personas.;17097
3506730.0;Madrid;Total;Total habitantes;Personas.;28079
461.0;Madridanos;Total;Total habitantes;Personas.;49103
10088.0;Madridejos;Total;Total habitantes;Personas.;45087
1536.0;Madrigal de la Vera;Total;Total habitantes;Personas.;10111
1281.0;Madrigal de las Altas Torres;Total;Total habitantes;Personas.;05114
141.0;Madrigal del Monte;Total;Total habitantes;Personas.;09196
1710.0;Madrigalejo;Total;Total habitantes;Personas.;10112
160.0;Madrigalejo del Monte;Total;Total habitantes;Personas.;09197
4670.0;Madrigueras;Total;Total habitantes;Personas.;02045
128.0;Madroñal;Total;Total habitantes;Personas.;37176
2349.0;Madroñera;Total;Total habitantes;Personas.;10113
286.0;Madroño, El;Total;Total habitantes;Personas.;41057
2158.0;Maella;Total;Total habitantes;Personas.;50152
713.0;Maello;Total;Total habitantes;Personas.;05115
502.0;Magacela;Total;Total habitantes;Personas.;06075
1108.0;Magallón;Total;Total habitantes;Personas.;50153
4384.0;Magán;Total;Total habitantes;Personas.;45088
61.0;Magaña;Total;Total habitantes;Personas.;42107
345.0;Magaz de Cepeda;Total;Total habitantes;Personas.;24093
1065.0;Magaz de Pisuerga;Total;Total habitantes;Personas.;34098
919.0;Maguilla;Total;Total habitantes;Personas.;06076
107.0;Mahamud;Total;Total habitantes;Personas.;09198
299.0;Mahide;Total;Total habitantes;Personas.;49104
1465.0;Mahora;Total;Total habitantes;Personas.;02046
498.0;Maià de Montcal;Total;Total habitantes;Personas.;17098
951.0;Maials;Total;Total habitantes;Personas.;25133
35.0;Maicas;Total;Total habitantes;Personas.;44142
282.0;Maíllo, El;Total;Total habitantes;Personas.;37177
162.0;Mainar;Total;Total habitantes;Personas.;50154
138.0;Maire de Castroponce;Total;Total habitantes;Personas.;49105
24339.0;Mairena del Alcor;Total;Total habitantes;Personas.;41058
48017.0;Mairena del Aljarafe;Total;Total habitantes;Personas.;41059
73625.0;Majadahonda;Total;Total habitantes;Personas.;28080
1281.0;Majadas;Total;Total habitantes;Personas.;10114
214.0;Majadas, Las;Total;Total habitantes;Personas.;16121
60.0;Majaelrayo;Total;Total habitantes;Personas.;19165
10.0;Maján;Total;Total habitantes;Personas.;42108
599063.0;Málaga;Total;Total habitantes;Personas.;29067
187.0;Málaga del Fresno;Total;Total habitantes;Personas.;19166
7827.0;Malagón;Total;Total habitantes;Personas.;13052
218.0;Malaguilla;Total;Total habitantes;Personas.;19167
1928.0;Malahá, La;Total;Total habitantes;Personas.;18126
71.0;Malanquilla;Total;Total habitantes;Personas.;50155
343.0;Malcocinado;Total;Total habitantes;Personas.;06077
239.0;Maldà;Total;Total habitantes;Personas.;25130
282.0;Maleján;Total;Total habitantes;Personas.;50156
19714.0;Malgrat de Mar;Total;Total habitantes;Personas.;08110
285.0;Malla;Total;Total habitantes;Personas.;08111
1106.0;Mallabia;Total;Total habitantes;Personas.;48058
2951.0;Mallén;Total;Total habitantes;Personas.;50160
474.0;Malón;Total;Total habitantes;Personas.;50157
74.0;Malpartida;Total;Total habitantes;Personas.;37178
4027.0;Malpartida de Cáceres;Total;Total habitantes;Personas.;10115
89.0;Malpartida de Corneja;Total;Total habitantes;Personas.;05116
508.0;Malpartida de la Serena;Total;Total habitantes;Personas.;06078
4666.0;Malpartida de Plasencia;Total;Total habitantes;Personas.;10116
5232.0;Malpica de Bergantiños;Total;Total habitantes;Personas.;15043
1655.0;Malpica de Tajo;Total;Total habitantes;Personas.;45089
895.0;Maluenda;Total;Total habitantes;Personas.;50159
92.0;Malva;Total;Total habitantes;Personas.;49107
191.0;Mamblas;Total;Total habitantes;Personas.;05117
105.0;Mambrilla de Castrejón;Total;Total habitantes;Personas.;09199
54.0;Mambrillas de Lara;Total;Total habitantes;Personas.;09200
27.0;Mamolar;Total;Total habitantes;Personas.;09201
49153.0;Manacor;Total;Total habitantes;Personas.;07033
192.0;Mancera de Abajo;Total;Total habitantes;Personas.;37179
66.0;Mancera de Arriba;Total;Total habitantes;Personas.;05118
11481.0;Mancha Real;Total;Total habitantes;Personas.;23058
741.0;Manchita;Total;Total habitantes;Personas.;06079
91.0;Manchones;Total;Total habitantes;Personas.;50161
21.0;Manciles;Total;Total habitantes;Personas.;09202
1692.0;Mancor de la Vall;Total;Total habitantes;Personas.;07034
285.0;Mandayona;Total;Total habitantes;Personas.;19168
438.0;Manganeses de la Lampreana;Total;Total habitantes;Personas.;49108
637.0;Manganeses de la Polvorosa;Total;Total habitantes;Personas.;49109
18165.0;Manilva;Total;Total habitantes;Personas.;29068
32609.0;Manises;Total;Total habitantes;Personas.;46159
22.0;Manjabálago y Ortigosa de Rioalmar;Total;Total habitantes;Personas.;05119
97.0;Manjarrés;Total;Total habitantes;Personas.;26092
21425.0;Manlleu;Total;Total habitantes;Personas.;08112
62.0;Manquillos;Total;Total habitantes;Personas.;34099
80974.0;Manresa;Total;Total habitantes;Personas.;08113
57.0;Mansilla de la Sierra;Total;Total habitantes;Personas.;26093
1706.0;Mansilla de las Mulas;Total;Total habitantes;Personas.;24094
316.0;Mansilla Mayor;Total;Total habitantes;Personas.;24095
28.0;Mantiel;Total;Total habitantes;Personas.;19169
142.0;Mantinos;Total;Total habitantes;Personas.;34100
2560.0;Manuel;Total;Total habitantes;Personas.;46160
332.0;Manzanal de Arriba;Total;Total habitantes;Personas.;49110
133.0;Manzanal de los Infantes;Total;Total habitantes;Personas.;49112
118.0;Manzanal del Barco;Total;Total habitantes;Personas.;49111
17728.0;Manzanares;Total;Total habitantes;Personas.;13053
68.0;Manzanares de Rioja;Total;Total habitantes;Personas.;26094
9648.0;Manzanares el Real;Total;Total habitantes;Personas.;28082
767.0;Manzaneda;Total;Total habitantes;Personas.;32044
407.0;Manzaneque;Total;Total habitantes;Personas.;45090
530.0;Manzanera;Total;Total habitantes;Personas.;44143
2214.0;Manzanilla;Total;Total habitantes;Personas.;21047
48.0;Manzanillo;Total;Total habitantes;Personas.;47080
54.0;Manzano, El;Total;Total habitantes;Personas.;37180
539.0;Mañaria;Total;Total habitantes;Personas.;48059
452.0;Mañeru;Total;Total habitantes;Personas.;31161
1218.0;Mañón;Total;Total habitantes;Personas.;15044
30666.0;Maó;Total;Total habitantes;Personas.;07032
548.0;Maqueda;Total;Total habitantes;Personas.;45091
161.0;Mara;Total;Total habitantes;Personas.;50162
22294.0;Maracena;Total;Total habitantes;Personas.;18127
225.0;Maranchón;Total;Total habitantes;Personas.;19170
103.0;Maraña;Total;Total habitantes;Personas.;24096
50.0;Marañón;Total;Total habitantes;Personas.;31162
98.0;Marazoleja;Total;Total habitantes;Personas.;40903
58.0;Marazuela;Total;Total habitantes;Personas.;40118
159786.0;Marbella;Total;Total habitantes;Personas.;29069
623.0;Marçà;Total;Total habitantes;Personas.;43076
231.0;Marchagaz;Total;Total habitantes;Personas.;10117
437.0;Marchal;Total;Total habitantes;Personas.;18128
8714.0;Marchamalo;Total;Total habitantes;Personas.;19171
19405.0;Marchena;Total;Total habitantes;Personas.;41060
2938.0;Marcilla;Total;Total habitantes;Personas.;31163
60.0;Marcilla de Campos;Total;Total habitantes;Personas.;34101
106.0;Margalef;Total;Total habitantes;Personas.;43075
309.0;Marganell;Total;Total habitantes;Personas.;08242
1202.0;María;Total;Total habitantes;Personas.;04063
6558.0;María de Huerva;Total;Total habitantes;Personas.;50163
2461.0;Maria de la Salut;Total;Total habitantes;Personas.;07035
332.0;Mariana;Total;Total habitantes;Personas.;16122
23991.0;Marín;Total;Total habitantes;Personas.;36026
5221.0;Marina de Cudeyo;Total;Total habitantes;Personas.;39040
2562.0;Marinaleda;Total;Total habitantes;Personas.;41061
1967.0;Marines;Total;Total habitantes;Personas.;46161
436.0;Marines, Los;Total;Total habitantes;Personas.;21048
258.0;Marjaliza;Total;Total habitantes;Personas.;45092
5089.0;Markina-Xemein;Total;Total habitantes;Personas.;48060
29.0;Marlín;Total;Total habitantes;Personas.;05120
6412.0;Marmolejo;Total;Total habitantes;Personas.;23059
82.0;Marracos;Total;Total habitantes;Personas.;50902
40422.0;Marratxí;Total;Total habitantes;Personas.;07036
166.0;Marrupe;Total;Total habitantes;Personas.;45093
252.0;Martiago;Total;Total habitantes;Personas.;37181
372.0;Martiherrero;Total;Total habitantes;Personas.;05121
2627.0;Martín de la Jara;Total;Total habitantes;Personas.;41062
383.0;Martín de Yeltes;Total;Total habitantes;Personas.;37183
367.0;Martín del Río;Total;Total habitantes;Personas.;44144
276.0;Martín Miguel;Total;Total habitantes;Personas.;40119
309.0;Martín Muñoz de la Dehesa;Total;Total habitantes;Personas.;40120
251.0;Martín Muñoz de las Posadas;Total;Total habitantes;Personas.;40121
91.0;Martinamor;Total;Total habitantes;Personas.;37182
109.0;Martínez;Total;Total habitantes;Personas.;05122
29175.0;Martorell;Total;Total habitantes;Personas.;08114
4992.0;Martorelles;Total;Total habitantes;Personas.;08115
24462.0;Martos;Total;Total habitantes;Personas.;23060
775.0;Marugán;Total;Total habitantes;Personas.;40122
1129.0;Maruri-Jatabe;Total;Total habitantes;Personas.;48061
45.0;Marzales;Total;Total habitantes;Personas.;47081
535.0;Mas de Barberans;Total;Total habitantes;Personas.;43077
1230.0;Mas de las Matas;Total;Total habitantes;Personas.;44145
287.0;Masarac i Vilarnadal;Total;Total habitantes;Personas.;17100
441.0;Mascaraque;Total;Total habitantes;Personas.;45094
1138.0;Masdenverge;Total;Total habitantes;Personas.;43078
58.0;Masegosa;Total;Total habitantes;Personas.;16123
117.0;Masegoso;Total;Total habitantes;Personas.;02047
84.0;Masegoso de Tajuña;Total;Total habitantes;Personas.;19172
2768.0;Maside;Total;Total habitantes;Personas.;32045
758.0;Masies de Roda, Les;Total;Total habitantes;Personas.;08116
3345.0;Masies de Voltregà, Les;Total;Total habitantes;Personas.;08117
573.0;Masllorenç;Total;Total habitantes;Personas.;43079
24761.0;Masnou, El;Total;Total habitantes;Personas.;08118
307.0;Masó, La;Total;Total habitantes;Personas.;43080
915.0;Maspujols;Total;Total habitantes;Personas.;43081
10120.0;Masquefa;Total;Total habitantes;Personas.;08119
473.0;Masroig, El;Total;Total habitantes;Personas.;43082
1905.0;Massalavés;Total;Total habitantes;Personas.;46162
592.0;Massalcoreig;Total;Total habitantes;Personas.;25131
2716.0;Massalfassar;Total;Total habitantes;Personas.;46163
17566.0;Massamagrell;Total;Total habitantes;Personas.;46164
10607.0;Massanassa;Total;Total habitantes;Personas.;46165
882.0;Massanes;Total;Total habitantes;Personas.;17101
227.0;Massoteres;Total;Total habitantes;Personas.;25132
240.0;Masueco;Total;Total habitantes;Personas.;37184
300.0;Mata de Alcántara;Total;Total habitantes;Personas.;10118
261.0;Mata de Cuéllar;Total;Total habitantes;Personas.;40124
98.0;Mata de Ledesma, La;Total;Total habitantes;Personas.;37186
255.0;Mata de los Olmos, La;Total;Total habitantes;Personas.;44146
196.0;Mata de Morella, la;Total;Total habitantes;Personas.;12075
910.0;Mata, La;Total;Total habitantes;Personas.;45095
204.0;Matabuena;Total;Total habitantes;Personas.;40123
212.0;Matadeón de los Oteros;Total;Total habitantes;Personas.;24097
9776.0;Matadepera;Total;Total habitantes;Personas.;08120
81.0;Matalebreras;Total;Total habitantes;Personas.;42110
1214.0;Matallana de Torío;Total;Total habitantes;Personas.;24098
251.0;Matamala de Almazán;Total;Total habitantes;Personas.;42111
157.0;Matanza;Total;Total habitantes;Personas.;24099
9089.0;Matanza de Acentejo, La;Total;Total habitantes;Personas.;38025
977.0;Matapozuelos;Total;Total habitantes;Personas.;47082
131683.0;Mataró;Total;Total habitantes;Personas.;08121
99.0;Matarrubia;Total;Total habitantes;Personas.;19173
94.0;Matet;Total;Total habitantes;Personas.;12076
150.0;Matilla de Arzón;Total;Total habitantes;Personas.;49113
116.0;Matilla de los Caños;Total;Total habitantes;Personas.;47083
607.0;Matilla de los Caños del Río;Total;Total habitantes;Personas.;37187
33.0;Matilla la Seca;Total;Total habitantes;Personas.;49114
72.0;Matilla, La;Total;Total habitantes;Personas.;40125
111.0;Matillas;Total;Total habitantes;Personas.;19174
88.0;Matute;Total;Total habitantes;Personas.;26095
163.0;Maya, La;Total;Total habitantes;Personas.;37188
140.0;Mayalde;Total;Total habitantes;Personas.;49115
1354.0;Mayorga;Total;Total habitantes;Personas.;47084
474.0;Mazaleón;Total;Total habitantes;Personas.;44147
1251.0;Mazarambroz;Total;Total habitantes;Personas.;45096
25.0;Mazarete;Total;Total habitantes;Personas.;19175
3721.0;Mazaricos;Total;Total habitantes;Personas.;15045
202.0;Mazariegos;Total;Total habitantes;Personas.;34102
35449.0;Mazarrón;Total;Total habitantes;Personas.;30026
2068.0;Mazcuerras;Total;Total habitantes;Personas.;39041
267.0;Mazuecos;Total;Total habitantes;Personas.;19176
78.0;Mazuecos de Valdeginate;Total;Total habitantes;Personas.;34103
55.0;Mazuela;Total;Total habitantes;Personas.;09206
5237.0;Meaño;Total;Total habitantes;Personas.;36027
176.0;Mecerreyes;Total;Total habitantes;Personas.;09208
15922.0;Meco;Total;Total habitantes;Personas.;28083
2241.0;Medellín;Total;Total habitantes;Personas.;06080
469.0;Mediana de Aragón;Total;Total habitantes;Personas.;50164
117.0;Mediana de Voltoya;Total;Total habitantes;Personas.;05123
1160.0;Medina de las Torres;Total;Total habitantes;Personas.;06081
6190.0;Medina de Pomar;Total;Total habitantes;Personas.;09209
4617.0;Medina de Rioseco;Total;Total habitantes;Personas.;47086
20215.0;Medina del Campo;Total;Total habitantes;Personas.;47085
11838.0;Medina Sidonia;Total;Total habitantes;Personas.;11023
686.0;Medinaceli;Total;Total habitantes;Personas.;42113
79.0;Medinilla;Total;Total habitantes;Personas.;05124
7775.0;Medio Cudeyo;Total;Total habitantes;Personas.;39042
2658.0;Mediona;Total;Total habitantes;Personas.;08122
83.0;Medranda;Total;Total habitantes;Personas.;19177
